DB00005	Etanercept	Prostaglandin G/H synthase 2	Human	P35354	inhibitor
DB01009	Ketoprofen	Cytochrome P450 2C9	Human	P11712	substrate
DB01009	Ketoprofen	Cytochrome P450 2C8	Human	P10632	inhibitor
DB01009	Ketoprofen	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB01011	Metyrapone	Cytochrome P450 11B2, mitochondrial	Human	P19099	inhibitor
DB01011	Metyrapone	Cytochrome P450 2A6	Human	P11509	inhibitor
DB01011	Metyrapone	Cytochrome P450 3A4	Human	P08684	inhibitor
DB01011	Metyrapone	Cytochrome P450 11B1, mitochondrial	Human	P15538	inhibitor
DB01011	Metyrapone	Cytochrome P450 2E1	Human	P05181	inhibitor
DB01012	Cinacalcet	Cytochrome P450 3A4	Human	P08684	substrate
DB01012	Cinacalcet	Cytochrome P450 2D6	Human	P10635	inhibitor
DB01012	Cinacalcet	Cytochrome P450 1A2	Human	P05177	substrate
DB01013	Clobetasol propionate	Cytochrome P450 1A1	Human	P04798	inhibitor
DB01013	Clobetasol propionate	Cytochrome P450 1A2	Human	P05177	inhibitor
DB01014	Balsalazide	NADPH azoreductase	None	None	None
DB01014	Balsalazide	NADPH azoreductase	Bacillus sp. (strain OY1-2)	Q9FAW5	substrate
DB01015	Sulfamethoxazole	Prostaglandin G/H synthase 1	None	None	None
DB01015	Sulfamethoxazole	Arylamine N-acetyltransferase 1	None	None	None
DB01015	Sulfamethoxazole	Arylamine N-acetyltransferase 2	None	None	None
DB01015	Sulfamethoxazole	Cytochrome P450 2C9	None	None	None
DB01015	Sulfamethoxazole	Arylamine N-acetyltransferase 1	None	None	None
DB01015	Sulfamethoxazole	Arylamine N-acetyltransferase 2	None	None	None
DB01015	Sulfamethoxazole	Arylamine N-acetyltransferase 1	Human	P18440	substrate
DB01015	Sulfamethoxazole	Arylamine N-acetyltransferase 2	Human	P11245	substrate
DB01015	Sulfamethoxazole	Cytochrome P450 2C9	Human	P11712	substrate
DB01015	Sulfamethoxazole	Prostaglandin G/H synthase 1	Human	P23219	substrate
DB01015	Sulfamethoxazole	UDP-glucuronosyltransferase 1-9	Human	O60656	substrate
DB01015	Sulfamethoxazole	Cytochrome P450 2C8	Human	P10632	inhibitor
DB01015	Sulfamethoxazole	Cytochrome P450 3A4	Human	P08684	substrate
DB01016	Glyburide	Cytochrome P450 3A4	None	None	None
DB01016	Glyburide	Cytochrome P450 2C9	None	None	None
DB01016	Glyburide	Cytochrome P450 2C19	None	None	None
DB01016	Glyburide	Cytochrome P450 3A4	None	None	None
DB01016	Glyburide	Cytochrome P450 2C9	None	None	None
DB01016	Glyburide	Cytochrome P450 2C19	None	None	None
DB01016	Glyburide	Cytochrome P450 3A4	None	None	None
DB01016	Glyburide	Cytochrome P450 2C9	None	None	None
DB01016	Glyburide	Cytochrome P450 2C19	None	None	None
DB01016	Glyburide	Cytochrome P450 3A4	None	None	None
DB01016	Glyburide	Cytochrome P450 2C9	None	None	None
DB01016	Glyburide	Cytochrome P450 2C19	None	None	None
DB01016	Glyburide	Cytochrome P450 3A4	None	None	None
DB01016	Glyburide	Cytochrome P450 2C9	None	None	None
DB01016	Glyburide	Cytochrome P450 2C19	None	None	None
DB01016	Glyburide	Cytochrome P450 2C19	Human	P33261	substrate
DB01016	Glyburide	Cytochrome P450 3A4	Human	P08684	substrate
DB01016	Glyburide	Cytochrome P450 2C9	Human	P11712	substrate
DB01018	Guanfacine	Cytochrome P450 3A4	None	None	None
DB01018	Guanfacine	Cytochrome P450 2C9	None	None	None
DB01018	Guanfacine	Cytochrome P450 2C19	None	None	None
DB01018	Guanfacine	Cytochrome P450 3A4	Human	P08684	substrate
DB01018	Guanfacine	Cytochrome P450 2C9	Human	P11712	substrate
DB01018	Guanfacine	Cytochrome P450 2C19	Human	P33261	substrate
DB01020	Isosorbide Mononitrate	Cytochrome P450 3A4	Human	P08684	substrate
DB01021	Trichlormethiazide	Thiopurine S-methyltransferase	Human	P51580	inhibitor
DB01023	Felodipine	Cytochrome P450 3A4	None	None	None
DB01023	Felodipine	Cytochrome P450 3A4	Human	P08684	substrate
DB01023	Felodipine	Cytochrome P450 3A5	Human	P20815	substrate
DB01023	Felodipine	Cytochrome P450 3A7	Human	P24462	substrate
DB01023	Felodipine	Cytochrome P450 2C8	Human	P10632	inhibitor
DB01023	Felodipine	Cytochrome P450 2C9	Human	P11712	inhibitor
DB01023	Felodipine	Cytochrome P450 2D6	Human	P10635	inhibitor
DB01024	Mycophenolic acid	Cytochrome P450 2C8	None	None	None
DB01024	Mycophenolic acid	Cytochrome P450 3A4	None	None	None
DB01024	Mycophenolic acid	Cytochrome P450 3A5	None	None	None
DB01024	Mycophenolic acid	UDP-glucuronosyltransferase 1-8	None	None	None
DB01024	Mycophenolic acid	UDP-glucuronosyltransferase 1-10	None	None	None
DB01024	Mycophenolic acid	UDP-glucuronosyltransferase 1-9	None	None	None
DB01024	Mycophenolic acid	UDP-glucuronosyltransferase 1-7	None	None	None
DB01024	Mycophenolic acid	UDP-glucuronosyltransferase 2B7	None	None	None
DB01024	Mycophenolic acid	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB01024	Mycophenolic acid	UDP-glucuronosyltransferase 1-9	Human	O60656	substrate
DB01024	Mycophenolic acid	UDP-glucuronosyltransferase 2B7	Human	P16662	substrate
DB01024	Mycophenolic acid	UDP-glucuronosyltransferase 1-7	Human	Q9HAW7	substrate
DB01024	Mycophenolic acid	UDP-glucuronosyltransferase 1-6	Human	P19224	substrate
DB01026	Ketoconazole	Cytochrome P450 3A4	Human	P08684	substrate
DB01026	Ketoconazole	Cytochrome P450 2D6	Human	P10635	inhibitor
DB01026	Ketoconazole	Cytochrome P450 2C9	Human	P11712	inhibitor
DB01026	Ketoconazole	Cytochrome P450 2C19	Human	P33261	inhibitor
DB01026	Ketoconazole	Cytochrome P450 3A5	Human	P20815	inhibitor
DB01026	Ketoconazole	Cytochrome P450 3A7	Human	P24462	inhibitor
DB01026	Ketoconazole	Cytochrome P450 2C8	Human	P10632	inhibitor
DB01026	Ketoconazole	Cytochrome P450 1A2	Human	P05177	inhibitor
DB01026	Ketoconazole	Cytochrome P450 1A1	Human	P04798	inhibitor
DB01026	Ketoconazole	Cholesterol side-chain cleavage enzyme, mitochondrial	Human	P05108	inhibitor
DB01026	Ketoconazole	Cytochrome P450 11B1, mitochondrial	Human	P15538	inhibitor
DB01026	Ketoconazole	Cytochrome P450 1B1	Human	Q16678	inhibitor
DB01026	Ketoconazole	Cytochrome P450 26A1	Human	O43174	inhibitor
DB01026	Ketoconazole	Cytochrome P450 2A6	Human	P11509	inhibitor
DB01026	Ketoconazole	Cytochrome P450 2B6	Human	P20813	inhibitor
DB01026	Ketoconazole	Lanosterol 14-alpha demethylase	Human	Q16850	inhibitor
DB01026	Ketoconazole	UDP-glucuronosyltransferase 1-1	Human	P22309	inhibitor
DB01026	Ketoconazole	UDP-glucuronosyltransferase 2B7	Human	P16662	inhibitor
DB01028	Methoxyflurane	Cytochrome P450 2E1	Human	P05181	substrate
DB01028	Methoxyflurane	Cytochrome P450 1A2	Human	P05177	substrate
DB01028	Methoxyflurane	Cytochrome P450 2A6	Human	P11509	substrate
DB01028	Methoxyflurane	Cytochrome P450 2B6	Human	P20813	substrate
DB01028	Methoxyflurane	Cytochrome P450 2C9	Human	P11712	substrate
DB01028	Methoxyflurane	Cytochrome P450 2D6	Human	P10635	substrate
DB01028	Methoxyflurane	Cytochrome P450 3A4	Human	P08684	substrate
DB01029	Irbesartan	Prostaglandin G/H synthase 1	None	None	None
DB01029	Irbesartan	Cytochrome P450 2C9	None	None	None
DB01029	Irbesartan	Cytochrome P450 2C9	None	None	None
DB01029	Irbesartan	Cytochrome P450 2C9	None	None	None
DB01029	Irbesartan	UDP-glucuronosyltransferase 1-3	None	None	None
DB01029	Irbesartan	Cytochrome P450 2C9	None	None	None
DB01029	Irbesartan	Cytochrome P450 2C9	None	None	None
DB01029	Irbesartan	Cytochrome P450 2C9	None	None	None
DB01029	Irbesartan	Cytochrome P450 2C8	Human	P10632	substrate
DB01029	Irbesartan	Cytochrome P450 2C9	Human	P11712	substrate
DB01029	Irbesartan	UDP-glucuronosyltransferase 1-3	Human	P35503	substrate
DB01029	Irbesartan	Prostaglandin G/H synthase 1	Human	P23219	substrate
DB01029	Irbesartan	Cytochrome P450 1A2	Human	P05177	inhibitor
DB01029	Irbesartan	Cytochrome P450 3A4	Human	P08684	inhibitor
DB01030	Topotecan	Cytochrome P450 3A4	Human	P08684	inhibitor
DB01032	Probenecid	Cytochrome P450 2C9	Human	P11712	inhibitor
DB01032	Probenecid	Cytochrome P450 2C19	Human	P33261	inhibitor
DB01032	Probenecid	Cytochrome P450 2C8	Human	P10632	inducer
DB01032	Probenecid	Cytochrome P450 3A4	Human	P08684	inducer
DB01033	Mercaptopurine	Hypoxanthine-guanine phosphoribosyltransferase	None	None	None
DB01033	Mercaptopurine	Aldehyde oxidase	None	None	None
DB01033	Mercaptopurine	Xanthine dehydrogenase/oxidase	None	None	None
DB01033	Mercaptopurine	Thiopurine S-methyltransferase	None	None	None
DB01033	Mercaptopurine	GMP synthase [glutamine-hydrolyzing]	None	None	None
DB01033	Mercaptopurine	Thiopurine S-methyltransferase	None	None	None
DB01033	Mercaptopurine	GMP synthase [glutamine-hydrolyzing]	None	None	None
DB01033	Mercaptopurine	Thiopurine S-methyltransferase	None	None	None
DB01033	Mercaptopurine	Thiopurine S-methyltransferase	None	None	None
DB01033	Mercaptopurine	Adenosine kinase	None	None	None
DB01033	Mercaptopurine	Thiopurine S-methyltransferase	Human	P51580	substrate
DB01033	Mercaptopurine	Xanthine dehydrogenase/oxidase	Human	P47989	substrate
DB01033	Mercaptopurine	Aldehyde oxidase	Human	Q06278	substrate
DB01035	Procainamide	Cytochrome P450 2D6	None	None	None
DB01035	Procainamide	Cytochrome P450 2D6	Human	P10635	substrate
DB01035	Procainamide	Cholinesterase	Human	P06276	inhibitor
DB01036	Tolterodine	Cytochrome P450 2C9	None	None	None
DB01036	Tolterodine	Cytochrome P450 2C19	None	None	None
DB01036	Tolterodine	Cytochrome P450 3A4	None	None	None
DB01036	Tolterodine	Cytochrome P450 2D6	None	None	None
DB01036	Tolterodine	Cytochrome P450 3A4	Human	P08684	substrate
DB01036	Tolterodine	Cytochrome P450 2D6	Human	P10635	substrate
DB01036	Tolterodine	Cytochrome P450 2C9	Human	P11712	substrate
DB01036	Tolterodine	Cytochrome P450 2C19	Human	P33261	substrate
DB01037	Selegiline	Cytochrome P450 2B6	None	None	None
DB01037	Selegiline	Cytochrome P450 2C19	None	None	None
DB01037	Selegiline	Cytochrome P450 2D6	None	None	None
DB01037	Selegiline	Cytochrome P450 1A2	None	None	None
DB01037	Selegiline	Cytochrome P450 2C9	None	None	None
DB01037	Selegiline	Cytochrome P450 3A4	None	None	None
DB01037	Selegiline	Cytochrome P450 2B6	None	None	None
DB01037	Selegiline	Cytochrome P450 2C19	None	None	None
DB01037	Selegiline	Cytochrome P450 2D6	None	None	None
DB01037	Selegiline	Cytochrome P450 1A2	None	None	None
DB01037	Selegiline	Cytochrome P450 2C9	None	None	None
DB01037	Selegiline	Cytochrome P450 3A4	None	None	None
DB01037	Selegiline	Cytochrome P450 2B6	Human	P20813	substrate
DB01037	Selegiline	Cytochrome P450 3A4	Human	P08684	substrate
DB01037	Selegiline	Cytochrome P450 2A6	Human	P11509	substrate
DB01037	Selegiline	Cytochrome P450 1A2	Human	P05177	substrate
DB01037	Selegiline	Cytochrome P450 2C19	Human	P33261	substrate
DB01037	Selegiline	Cytochrome P450 2C8	Human	P10632	substrate
DB01037	Selegiline	Cytochrome P450 2C9	Human	P11712	substrate
DB01037	Selegiline	Cytochrome P450 2D6	Human	P10635	inhibitor
DB01037	Selegiline	Cytochrome P450 2E1	Human	P05181	inhibitor
DB01039	Fenofibrate	Cytochrome P450 2C8	Human	P10632	inhibitor
DB01039	Fenofibrate	Cytochrome P450 2C9	Human	P11712	inhibitor
DB01039	Fenofibrate	Cytochrome P450 3A4	Human	P08684	substrate
DB01039	Fenofibrate	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB01041	Thalidomide	Cytochrome P450 2C19	None	None	None
DB01041	Thalidomide	Cytochrome P450 2C19	None	None	None
DB01041	Thalidomide	Cytochrome P450 1A1	None	None	None
DB01041	Thalidomide	Cytochrome P450 1A2	None	None	None
DB01041	Thalidomide	Cytochrome P450 2C19	None	None	None
DB01041	Thalidomide	Cytochrome P450 2E1	None	None	None
DB01041	Thalidomide	Cytochrome P450 2C19	None	None	None
DB01041	Thalidomide	Cytochrome P450 2C19	None	None	None
DB01041	Thalidomide	Cytochrome P450 1A1	None	None	None
DB01041	Thalidomide	Cytochrome P450 1A2	None	None	None
DB01041	Thalidomide	Cytochrome P450 2C19	None	None	None
DB01041	Thalidomide	Cytochrome P450 2E1	None	None	None
DB01041	Thalidomide	Cytochrome P450 2C9	None	None	None
DB01041	Thalidomide	Cytochrome P450 2C19	None	None	None
DB01041	Thalidomide	Cytochrome P450 1A1	None	None	None
DB01041	Thalidomide	Cytochrome P450 2C19	Human	P33261	substrate
DB01041	Thalidomide	Cytochrome P450 1A1	Human	P04798	substrate
DB01041	Thalidomide	Cytochrome P450 2E1	Human	P05181	substrate
DB01041	Thalidomide	Cytochrome P450 2C9	Human	P11712	substrate
DB01041	Thalidomide	Prostaglandin G/H synthase 1	Human	P23219	substrate
DB01041	Thalidomide	Prostaglandin G/H synthase 2	Human	P35354	substrate
DB01041	Thalidomide	Cytochrome P450 3A5	Human	P20815	inducer
DB01041	Thalidomide	Cytochrome P450 1A2	Human	P05177	substrate
DB01043	Memantine	Cytochrome P450 2B6	Human	P20813	inhibitor
DB01043	Memantine	Cytochrome P450 2A6	Human	P11509	inhibitor
DB01043	Memantine	Cytochrome P450 2C19	Human	P33261	inhibitor
DB01045	Rifampicin	Cytochrome P450 2C9	Human	P11712	substrate
DB01045	Rifampicin	Cytochrome P450 1A2	Human	P05177	inducer
DB01045	Rifampicin	Cytochrome P450 2C8	Human	P10632	substrate
DB01045	Rifampicin	Cytochrome P450 3A4	Human	P08684	substrate
DB01045	Rifampicin	Cytochrome P450 2B6	Human	P20813	inducer
DB01045	Rifampicin	UDP-glucuronosyltransferase 1-1	Human	P22309	inducer
DB01045	Rifampicin	Cytochrome P450 2C19	Human	P33261	inducer
DB01045	Rifampicin	Cytochrome P450 2A6	Human	P11509	substrate
DB01045	Rifampicin	Cytochrome P450 2E1	Human	P05181	inducer
DB01045	Rifampicin	Cytochrome P450 3A43	Human	Q9HB55	inducer
DB01045	Rifampicin	Cytochrome P450 3A5	Human	P20815	inducer
DB01045	Rifampicin	Cytochrome P450 3A7	Human	P24462	inducer
DB01045	Rifampicin	Cytochrome P450 4A11	Human	Q02928	inducer
DB01046	Lubiprostone	Carbonyl reductase [NADPH] 1	Human	P16152	substrate
DB01048	Abacavir	Alcohol dehydrogenase 6	Human	P28332	substrate
DB01048	Abacavir	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB01048	Abacavir	Adenosine kinase	Human	P55263	substrate
DB01049	Ergoloid mesylate	Cytochrome P450 3A4	Human	P08684	substrate
DB01050	Ibuprofen	UDP-glucuronosyltransferase 1-1	None	None	None
DB01050	Ibuprofen	UDP-glucuronosyltransferase 1-3	None	None	None
DB01050	Ibuprofen	UDP-glucuronosyltransferase 1-9	None	None	None
DB01050	Ibuprofen	UDP-glucuronosyltransferase 2B4	None	None	None
DB01050	Ibuprofen	UDP-glucuronosyltransferase 2B7	None	None	None
DB01050	Ibuprofen	Cytochrome P450 2C8	None	None	None
DB01050	Ibuprofen	Cytochrome P450 2C9	None	None	None
DB01050	Ibuprofen	Cytochrome P450 2C19	None	None	None
DB01050	Ibuprofen	Cytochrome P450 3A4	None	None	None
DB01050	Ibuprofen	Cytochrome P450 2C8	None	None	None
DB01050	Ibuprofen	Cytochrome P450 2C9	None	None	None
DB01050	Ibuprofen	Cytochrome P450 2C9	None	None	None
DB01050	Ibuprofen	Cytochrome P450 2C9	Human	P11712	substrate
DB01050	Ibuprofen	Cytochrome P450 2C8	Human	P10632	substrate
DB01050	Ibuprofen	Cytochrome P450 2C19	Human	P33261	substrate
DB01050	Ibuprofen	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB01050	Ibuprofen	UDP-glucuronosyltransferase 1-3	Human	P35503	substrate
DB01050	Ibuprofen	UDP-glucuronosyltransferase 1-9	Human	O60656	substrate
DB01050	Ibuprofen	UDP-glucuronosyltransferase 2B4	Human	P06133	substrate
DB01050	Ibuprofen	UDP-glucuronosyltransferase 2B7	Human	P16662	substrate
DB01050	Ibuprofen	Prostaglandin G/H synthase 1	Human	P23219	inhibitor
DB01050	Ibuprofen	Prostaglandin G/H synthase 2	Human	P35354	inhibitor
DB01054	Nitrendipine	Cytochrome P450 3A4	Human	P08684	substrate
DB01054	Nitrendipine	Cytochrome P450 3A5	Human	P20815	substrate
DB01054	Nitrendipine	Cytochrome P450 3A7	Human	P24462	substrate
DB01056	Tocainide	Cytochrome P450 1A2	Human	P05177	inhibitor
DB01058	Praziquantel	Cytochrome P450 3A4	Human	P08684	substrate
DB01058	Praziquantel	Cytochrome P450 1A2	Human	P05177	substrate
DB01058	Praziquantel	Cytochrome P450 2C19	Human	P33261	substrate
DB01058	Praziquantel	Cytochrome P450 3A43	Human	Q9HB55	substrate
DB01058	Praziquantel	Cytochrome P450 3A5	Human	P20815	substrate
DB01058	Praziquantel	Cytochrome P450 3A7	Human	P24462	substrate
DB01059	Norfloxacin	Cytochrome P450 1A2	Human	P05177	inhibitor
DB01059	Norfloxacin	Cytochrome P450 3A4	Human	P08684	inhibitor
DB01059	Norfloxacin	Cytochrome P450 3A5	Human	P20815	inhibitor
DB01059	Norfloxacin	Cytochrome P450 3A7	Human	P24462	inhibitor
DB01059	Norfloxacin	Cytochrome P450 1A1	Human	P04798	inhibitor
DB01059	Norfloxacin	Cytochrome P450 2A6	Human	P11509	inhibitor
DB01060	Amoxicillin	Cytochrome P450 2C19	Human	P33261	substrate
DB01062	Oxybutynin	Cytochrome P450 3A4	None	None	None
DB01062	Oxybutynin	Cytochrome P450 3A4	None	None	None
DB01062	Oxybutynin	Cytochrome P450 3A4	None	None	None
DB01062	Oxybutynin	Cytochrome P450 3A4	Human	P08684	substrate
DB01062	Oxybutynin	Cytochrome P450 2C8	Human	P10632	inhibitor
DB01062	Oxybutynin	Cytochrome P450 2D6	Human	P10635	inhibitor
DB01062	Oxybutynin	Cytochrome P450 3A5	Human	P20815	substrate
DB01064	Isoprenaline	Cytochrome P450 1A1	Human	P04798	inhibitor
DB01065	Melatonin	Cytochrome P450 1A2	None	None	None
DB01065	Melatonin	Cytochrome P450 1A1	None	None	None
DB01065	Melatonin	Cytochrome P450 2C19	None	None	None
DB01065	Melatonin	Cytochrome P450 2C19	None	None	None
DB01065	Melatonin	Cytochrome P450 1A2	None	None	None
DB01065	Melatonin	UDP-glucuronosyltransferase	None	None	None
DB01065	Melatonin	UDP-glucuronosyltransferase	None	None	None
DB01065	Melatonin	Cytochrome P450 1A1	Human	P04798	substrate
DB01065	Melatonin	Cytochrome P450 1A2	Human	P05177	substrate
DB01065	Melatonin	Cytochrome P450 1B1	Human	Q16678	substrate
DB01065	Melatonin	Cytochrome P450 2C19	Human	P33261	substrate
DB01065	Melatonin	Cytochrome P450 2C9	Human	P11712	substrate
DB01065	Melatonin	Acetylserotonin O-methyltransferase	Human	P46597	substrate
DB01065	Melatonin	Indoleamine 2,3-dioxygenase 1	Human	P14902	substrate
DB01065	Melatonin	Myeloperoxidase	Human	P05164	substrate
DB01065	Melatonin	Cytochrome P450 19A1	Human	P11511	inhibitor
DB01067	Glipizide	Cytochrome P450 2C9	None	None	None
DB01067	Glipizide	Cytochrome P450 2C9	None	None	None
DB01067	Glipizide	Cytochrome P450 2C9	Human	P11712	substrate
DB01067	Glipizide	Cytochrome P450 3A4	Human	P08684	substrate
DB01067	Glipizide	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB01068	Clonazepam	Cytochrome P450 3A4	Human	P08684	substrate
DB01068	Clonazepam	Cytochrome P450 2E1	Human	P05181	inhibitor
DB01068	Clonazepam	Arylamine N-acetyltransferase 2	Human	P11245	substrate
DB01069	Promethazine	Cytochrome P450 2D6	Human	P10635	substrate
DB01069	Promethazine	Cytochrome P450 2B6	Human	P20813	substrate
DB01069	Promethazine	Cytochrome P450 2C9	Human	P11712	inhibitor
DB01071	Mequitazine	Cytochrome P450 2D6	Human	P10635	substrate
DB01071	Mequitazine	Cytochrome P450 3A4	Human	P08684	inhibitor
DB01072	Atazanavir	Cytochrome P450 3A4	Human	P08684	substrate
DB01072	Atazanavir	Cytochrome P450 2C9	Human	P11712	substrate
DB01072	Atazanavir	Cytochrome P450 1A2	Human	P05177	inhibitor
DB01072	Atazanavir	UDP-glucuronosyltransferase 1-1	Human	P22309	inhibitor
DB01074	Perhexiline	Cytochrome P450 2D6	None	None	None
DB01074	Perhexiline	Cytochrome P450 2D6	Human	P10635	substrate
DB01074	Perhexiline	Cytochrome P450 2B6	Human	P20813	substrate
DB01074	Perhexiline	Cytochrome P450 3A4	Human	P08684	substrate
DB01075	Diphenhydramine	Cytochrome P450 2C9	None	None	None
DB01075	Diphenhydramine	Cytochrome P450 2C19	None	None	None
DB01075	Diphenhydramine	Cytochrome P450 1A2	None	None	None
DB01075	Diphenhydramine	Cytochrome P450 2D6	None	None	None
DB01075	Diphenhydramine	Prostaglandin G/H synthase 1	None	None	None
DB01075	Diphenhydramine	Cytochrome P450 2C9	None	None	None
DB01075	Diphenhydramine	Cytochrome P450 2C19	None	None	None
DB01075	Diphenhydramine	Cytochrome P450 2D6	None	None	None
DB01075	Diphenhydramine	Cytochrome P450 1A2	None	None	None
DB01075	Diphenhydramine	Cytochrome P450 2D6	Human	P10635	substrate
DB01075	Diphenhydramine	Cytochrome P450 1A2	Human	P05177	substrate
DB01075	Diphenhydramine	Cytochrome P450 2C9	Human	P11712	substrate
DB01075	Diphenhydramine	Cytochrome P450 2C19	Human	P33261	substrate
DB01075	Diphenhydramine	Cytochrome P450 2C18	Human	P33260	substrate
DB01075	Diphenhydramine	Cytochrome P450 2B6	Human	P20813	substrate
DB01075	Diphenhydramine	Prostaglandin G/H synthase 1	Human	P23219	substrate
DB01076	Atorvastatin	Cytochrome P450 3A4	None	None	None
DB01076	Atorvastatin	Cytochrome P450 3A5	None	None	None
DB01076	Atorvastatin	Cytochrome P450 3A4	None	None	None
DB01076	Atorvastatin	Cytochrome P450 3A5	None	None	None
DB01076	Atorvastatin	Cytochrome P450 3A4	Human	P08684	substrate
DB01076	Atorvastatin	Cytochrome P450 3A5	Human	P20815	substrate
DB01076	Atorvastatin	Cytochrome P450 3A7	Human	P24462	substrate
DB01076	Atorvastatin	Cytochrome P450 2C8	Human	P10632	substrate
DB01076	Atorvastatin	Cytochrome P450 2D6	Human	P10635	inhibitor
DB01076	Atorvastatin	Cytochrome P450 2C9	Human	P11712	inhibitor
DB01076	Atorvastatin	Cytochrome P450 2C19	Human	P33261	inhibitor
DB01076	Atorvastatin	Cytochrome P450 2B6	Human	P20813	inducer
DB01076	Atorvastatin	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB01076	Atorvastatin	UDP-glucuronosyltransferase 1-3	Human	P35503	substrate
DB01076	Atorvastatin	UDP-glucuronosyltransferase 2B7	Human	P16662	substrate
